员工ID,姓名,事业部,城市,站点,岗位,员工状态,入职时间,7月申领情况,申购情况,申购订单状态
20250097,usr_989,***北京事业部,北京,家师傅北京****,员工,正式,2025/11/14 00:00,未申领,已申购,已支付
20250098,usr_990,***北京事业部,北京,家师傅北京****,员工,正式,2025/11/14 00:00,未申领,已申购,已支付
20250109,usr_991,***上海浦东事业部,上海,家师傅上海浦东****,员工,正式,2025/11/22 00:00,未申领,已申购,已支付
20250111,usr_992,***苏南事业部,苏州,家师傅苏州****,员工,正式,2025/11/16 00:00,未申领,已申购,已支付
20250114,usr_993,***北京事业部,北京,家师傅北京****,员工,正式,2025/11/15 00:00,未申领,已申购,已支付
20250123,usr_994,***收纳即刻事业部,杭州,杭州收纳****,员工,正式,2025/11/29 00:00,未申领,已申购,已支付
20250124,usr_995,***收纳即刻事业部,杭州,杭州收纳****,员工,正式,2025/11/29 00:00,未申领,已申购,已支付
20250131,usr_996,***上海北区事业部,上海,家师傅上海浦西****,员工,正式,2025/11/28 00:00,未申领,已申购,已支付
20250133,usr_997,***上海北区事业部,上海,家师傅上海浦西****,员工,正式,2025/11/28 00:00,未申领,已申购,已支付
20250137,usr_998,***川渝事业部,成都,家师傅成都****,员工,正式,2025/11/16 00:00,未申领,已申购,已支付
20250144,usr_999,***广佛事业部,广州,家师傅广州****,员工,正式,2025/11/26 00:00,未申领,已申购,已支付
20250158,usr_1000,***广佛事业部,佛山,家师傅佛山****,员工,正式,2025/11/17 00:00,未申领,已申购,已支付
20250186,usr_1001,***收纳即刻事业部,厦门,厦门收纳****,员工,正式,2025/12/19 00:00,未申领,已申购,已支付
20250202,usr_1002,***华中事业部,长沙,家师傅长沙维修****,员工,正式,2025/12/5 00:00,未申领,已申购,已支付
20250207,usr_1003,***川渝事业部,重庆,家师傅重庆****,员工,正式,2025/11/25 00:00,未申领,已申购,已支付
20250219,usr_1004,***北京事业部,北京,家师傅北京****,员工,正式,2025/11/17 00:00,未申领,已申购,已支付
20250227,usr_1005,***上海浦东事业部,上海,家师傅上海浦东****,员工,正式,2025/11/29 00:00,未申领,已申购,已支付
20250229,usr_1006,***深圳事业部,深圳,家师傅深圳****,员工,正式,2025/11/25 00:00,未申领,已申购,已支付
20250233,usr_1007,***上海北区事业部,上海,家师傅上海浦西****,员工,正式,2025/11/29 00:00,未申领,已申购,已支付
20250245,usr_1008,***川渝事业部,成都,家师傅成都****,员工,正式,2025/11/27 00:00,未申领,已申购,已支付
20250246,usr_1009,***华中事业部,长沙,家师傅长沙维修****,员工,正式,2025/11/25 00:00,未申领,已申购,已支付
20250248,usr_1010,***华中事业部,武汉,家师傅武汉维修****,员工,正式,2025/11/27 00:00,未申领,已申购,已支付
20250250,usr_1011,***广佛事业部,广州,深度服****,员工,正式,2025/11/25 00:00,未申领,已申购,已支付
20250251,usr_1012,***广佛事业部,广州,家师傅深度服****,员工,正式,2025/11/25 00:00,未申领,已申购,已支付
20250252,usr_1013,***苏南事业部,苏州,家师傅苏州****,员工,正式,2025/11/20 00:00,未申领,已申购,已支付
20250253,usr_1014,***上海浦东事业部,上海,家师傅上海浦东****,员工,正式,2025/11/25 00:00,未申领,已申购,已支付
20250257,usr_1015,***深圳事业部,深圳,家师傅深圳****,员工,正式,2025/11/25 00:00,未申领,已申购,已支付
20250262,usr_1016,***华中事业部,长沙,家师傅长沙维修****,员工,正式,2025/11/29 00:00,未申领,已申购,已支付
20250267,usr_1017,***深圳事业部,深圳,家师傅深圳****,员工,正式,2025/11/25 00:00,未申领,已申购,已支付
20250278,usr_1018,***上海浦东事业部,上海,家师傅上海浦东****,员工,正式,2025/11/29 00:00,未申领,已申购,已支付
20250308,usr_1019,***北京事业部,北京,深度服****,员工,正式,2025/12/1 00:00,未申领,已申购,已支付
20250309,usr_1020,***北京事业部,北京,家师傅北京****,员工,正式,2025/11/26 00:00,未申领,已申购,已支付
20250319,usr_1021,***苏南事业部,苏州,深度服****,员工,正式,2025/12/17 00:00,未申领,未申购,
20250320,usr_1022,***厦门事业部,厦门,厦门深度服****,员工,正式,2025/11/27 00:00,未申领,已申购,已支付
20250325,usr_1023,***收纳即刻事业部,深圳,深圳收纳****,员工,正式,2025/12/5 00:00,未申领,已申购,已支付
20250334,usr_1024,***华中事业部,长沙,家师傅长沙维修****,员工,正式,2025/11/29 00:00,未申领,未申购,
20250338,usr_1025,***苏南事业部,苏州,家师傅苏州****,员工,正式,2025/11/24 00:00,未申领,已申购,已支付
20250354,usr_1026,***上海浦东事业部,上海,家师傅上海浦东****,员工,正式,2025/11/27 00:00,未申领,已申购,已支付
20250360,usr_1027,***北京事业部,北京,深度服务****,员工,正式,2025/11/25 00:00,未申领,已申购,已支付
20250368,usr_1028,***深圳事业部,深圳,家师傅深圳****,员工,正式,2025/11/27 00:00,未申领,已申购,已支付
20250399,usr_1029,***深圳事业部,深圳,家师傅深圳****,员工,正式,2025/12/2 00:00,未申领,已申购,已支付
20250411,usr_1030,***收纳即刻事业部,厦门,厦门收纳****,员工,正式,2025/12/9 00:00,未申领,已申购,已支付
20250412,usr_1031,***深圳事业部,深圳,家师傅深圳****,员工,正式,2025/12/1 00:00,未申领,已申购,已支付
20250428,usr_1032,***福州事业部,福州,深度服****,员工,正式,2025/12/7 00:00,未申领,已申购,已支付
20250429,usr_1033,***广佛事业部,广州,家师傅广州****,员工,正式,2025/12/3 00:00,未申领,已申购,已支付
20250461,usr_1034,***苏南事业部,苏州,家师傅苏州****,员工,正式,2025/12/4 00:00,未申领,已申购,已支付
20250465,usr_1035,***川渝事业部,成都,家师傅成都****,员工,正式,2025/12/1 00:00,未申领,已申购,已支付
20250469,usr_1036,***川渝事业部,成都,家师傅成都****,员工,正式,2025/12/14 00:00,未申领,已申购,已支付
20250521,usr_1037,***上海浦东事业部,上海,家师傅上海浦东****,员工,正式,2025/12/5 00:00,未申领,已申购,已支付
20250539,usr_1038,***上海北区事业部,上海,家师傅上海浦西****,员工,正式,2025/12/11 00:00,未申领,已申购,已支付
20250546,usr_1039,***苏南事业部,苏州,家师傅苏州****,员工,正式,2025/12/5 00:00,未申领,已申购,已支付
20250547,usr_1040,***苏南事业部,苏州,家师傅苏州****,员工,正式,2025/12/5 00:00,未申领,已申购,已支付
20250549,usr_1041,***苏南事业部,苏州,家师傅苏州****,员工,正式,2025/12/5 00:00,未申领,已申购,已支付
20250594,usr_1042,***广佛事业部,广州,深度服****,员工,正式,2025/12/12 00:00,未申领,已申购,已支付
20250598,usr_1043,***苏南事业部,南通,深度服****,员工,正式,2025/12/10 00:00,未申领,已申购,已支付
20250599,usr_1044,***苏南事业部,南通,深度服****,员工,正式,2025/12/9 00:00,未申领,已申购,已支付
20250600,usr_1045,***广佛事业部,广州,深度服****,员工,正式,2025/12/12 00:00,未申领,已申购,已支付
20250612,usr_1046,***上海浦东事业部,上海,深度服****,员工,正式,2025/12/11 00:00,未申领,已申购,已支付
20250622,usr_1047,***广佛事业部,广州,家师傅深度服****,员工,正式,2025/12/12 00:00,未申领,已申购,已支付
20250630,usr_1048,***川渝事业部,成都,深度服****,员工,正式,2025/12/10 00:00,未申领,已申购,已支付
20250640,usr_1049,***上海北区事业部,上海,深度服****,员工,正式,2025/12/8 00:00,未申领,已申购,已支付
20250649,usr_1050,***川渝事业部,成都,家师傅成都****,员工,正式,2025/12/7 00:00,未申领,已申购,已支付
20250653,usr_1051,***浙江事业部,宁波,深度服****,员工,正式,2025/12/13 00:00,未申领,已申购,已支付
20250657,usr_1052,***北京事业部,青岛,深度服****,员工,正式,2025/12/10 00:00,未申领,已申购,已支付
20250665,usr_1053,***上海北区事业部,上海,家师傅上海浦西****,员工,正式,2025/12/18 00:00,未申领,已申购,已支付
20250677,usr_1054,***苏北事业部,南京,深度服****,员工,正式,2025/12/11 00:00,未申领,已申购,已支付
20250687,usr_1055,***深圳事业部,深圳,家师傅深圳****,员工,正式,2025/12/11 00:00,未申领,已申购,已支付
20250714,usr_1056,***苏南事业部,苏州,深度服****,员工,正式,2025/12/9 00:00,未申领,已申购,已支付
20250759,usr_1057,***厦门事业部,厦门,深度服****,员工,正式,2025/12/17 00:00,未申领,未申购,
20250762,usr_1058,***浙江事业部,杭州,深度服****,员工,正式,2025/12/18 00:00,未申领,未申购,
20250776,usr_1059,***川渝事业部,成都,深度服****,员工,正式,2025/12/17 00:00,未申领,已申购,已支付
20250782,usr_1060,***上海北区事业部,上海,深度服****,员工,正式,2025/12/15 00:00,未申领,未申购,
20250792,usr_1061,***苏南事业部,无锡,深度服****,员工,正式,2025/12/16 00:00,未申领,已申购,已支付
20250817,usr_1062,***苏南事业部,苏州,深度服****,员工,正式,2025/12/14 00:00,未申领,未申购,
20250819,usr_1063,***苏南事业部,苏州,深度服****,员工,正式,2025/12/14 00:00,未申领,未申购,
20250844,usr_1064,***苏南事业部,苏州,深度服****,员工,正式,2025/12/15 00:00,未申领,未申购,
20250871,usr_1065,***厦门事业部,厦门,深度服****,员工,正式,2025/12/18 00:00,未申领,未申购,
20250873,usr_1066,***川渝事业部,成都,深度服****,员工,正式,2025/12/15 00:00,未申领,已申购,已支付
20250894,usr_1067,***浙江事业部,宁波,深度服****,员工,正式,2025/12/19 00:00,未申领,未申购,
20250896,usr_1068,***福州事业部,福州,深度服****,员工,正式,2025/12/18 00:00,未申领,未申购,
20250911,usr_1069,***浙江事业部,宁波,深度服****,员工,正式,2025/12/19 00:00,未申领,未申购,
