订单年月日,订单年月,is_ot,ot_official,科目,线索量,约课量,试听完课量,新签订单量
2025-09-25,2025-09,0,0,Math,0,0,0,22
2025-09-25,2025-09,1,1,English,0,0,0,1
2025-09-25,2025-09,1,0,Math,0,0,0,1
2025-09-24,2025-09,0,0,Chinese,710,408,303,32
2025-09-24,2025-09,1,0,Chinese,475,330,256,1
2025-09-24,2025-09,0,0,English,133,70,55,66
2025-09-24,2025-09,1,0,English,10,6,5,21
2025-09-24,2025-09,1,1,Chinese,8,4,3,3
2025-09-24,2025-09,0,0,Math,0,0,0,11
2025-09-24,2025-09,1,1,English,0,0,0,1
2025-09-24,2025-09,1,0,Ace vocab,0,0,0,0
2025-09-23,2025-09,1,0,Chinese,719,480,391,0
2025-09-23,2025-09,0,0,Chinese,677,385,294,64
2025-09-23,2025-09,0,0,English,123,61,52,93
2025-09-23,2025-09,1,0,English,12,8,7,29
2025-09-23,2025-09,1,1,Chinese,9,5,3,1
2025-09-23,2025-09,0,0,Math,0,0,0,18
2025-09-22,2025-09,1,0,Chinese,868,534,425,4
2025-09-22,2025-09,0,0,Chinese,806,469,340,81
2025-09-22,2025-09,0,0,English,126,68,56,59
2025-09-22,2025-09,1,0,English,14,12,12,30
2025-09-22,2025-09,1,1,Chinese,9,3,2,1
2025-09-22,2025-09,1,1,English,0,0,0,1
2025-09-22,2025-09,0,0,Math,0,0,0,24
2025-09-21,2025-09,0,0,Chinese,1072,590,387,81
2025-09-21,2025-09,1,0,Chinese,766,524,424,2
2025-09-21,2025-09,0,0,English,175,90,69,104
2025-09-21,2025-09,1,0,English,11,6,4,36
2025-09-21,2025-09,1,1,Chinese,2,2,1,4
2025-09-21,2025-09,1,0,Math,0,0,0,1
2025-09-21,2025-09,0,0,Math,0,0,0,15
2025-09-20,2025-09,0,0,Chinese,896,558,383,79
2025-09-20,2025-09,1,0,Chinese,777,497,419,1
2025-09-20,2025-09,0,0,English,147,69,55,93
2025-09-20,2025-09,1,0,English,14,6,5,34
2025-09-20,2025-09,1,1,Chinese,9,5,4,3
2025-09-20,2025-09,1,0,Math,0,0,0,1
2025-09-20,2025-09,1,1,English,0,0,0,1
2025-09-20,2025-09,0,0,Math,0,0,0,24
2025-09-19,2025-09,1,0,Chinese,706,465,385,5
2025-09-19,2025-09,0,0,Chinese,689,421,340,56
2025-09-19,2025-09,0,0,English,133,70,51,75
2025-09-19,2025-09,1,0,English,14,13,12,27
2025-09-19,2025-09,1,1,Chinese,3,2,1,2
2025-09-19,2025-09,1,0,Math,0,0,0,1
2025-09-19,2025-09,0,0,Math,0,0,0,7
2025-09-18,2025-09,1,0,Chinese,759,504,402,0
2025-09-18,2025-09,0,0,Chinese,748,412,323,54
2025-09-18,2025-09,0,0,English,135,77,64,72
2025-09-18,2025-09,1,0,English,6,4,3,22
2025-09-18,2025-09,1,1,Chinese,7,4,3,0
2025-09-18,2025-09,1,0,Math,0,0,0,1
2025-09-18,2025-09,0,0,Math,0,0,0,19
2025-09-17,2025-09,0,0,Chinese,700,442,343,27
2025-09-17,2025-09,0,0,English,124,66,56,80
2025-09-17,2025-09,1,0,English,13,9,8,38
2025-09-17,2025-09,1,1,Chinese,5,1,1,2
2025-09-17,2025-09,0,0,Math,0,0,0,16
2025-09-17,2025-09,1,1,Math,0,0,0,1
2025-09-17,2025-09,1,0,Math,0,0,0,1
2025-09-16,2025-09,1,0,Chinese,695,479,402,4
2025-09-16,2025-09,0,0,Chinese,739,411,317,62
2025-09-16,2025-09,0,0,English,138,78,64,71
2025-09-16,2025-09,1,0,English,17,13,13,27
2025-09-16,2025-09,1,1,Chinese,11,4,4,4
2025-09-16,2025-09,0,0,Math,0,0,0,24
2025-09-15,2025-09,1,0,Chinese,766,510,413,4
2025-09-15,2025-09,0,0,Chinese,977,504,381,89
2025-09-15,2025-09,0,0,English,158,71,55,72
2025-09-15,2025-09,1,1,Chinese,15,8,8,3
2025-09-15,2025-09,1,0,English,14,7,7,17
2025-09-15,2025-09,0,0,Math,0,0,0,19
2025-09-15,2025-09,1,1,English,0,0,0,0
2025-09-14,2025-09,0,0,Chinese,999,499,407,85
2025-09-14,2025-09,1,0,Chinese,676,472,398,3
2025-09-14,2025-09,0,0,English,162,81,68,102
2025-09-14,2025-09,1,0,English,14,11,9,47
2025-09-14,2025-09,1,1,Chinese,7,5,5,2
2025-09-14,2025-09,1,1,Math,0,0,0,0
2025-09-14,2025-09,0,0,Math,0,0,0,29
2025-09-14,2025-09,1,0,Math,0,0,0,1
2025-09-14,2025-09,0,0,Ace vocab,0,0,0,1
2025-09-13,2025-09,0,0,Chinese,941,495,365,68
2025-09-13,2025-09,1,0,Chinese,702,472,405,1
2025-09-13,2025-09,0,0,English,146,61,53,83
2025-09-13,2025-09,1,0,English,14,11,10,30
2025-09-13,2025-09,1,1,Chinese,11,1,1,2
2025-09-13,2025-09,1,0,Math,0,0,0,2
2025-09-13,2025-09,1,1,Math,0,0,0,1
2025-09-13,2025-09,0,0,Math,0,0,0,31
2025-09-13,2025-09,1,0,Ace vocab,0,0,0,1
2025-09-12,2025-09,0,0,Chinese,983,483,379,72
2025-09-12,2025-09,1,0,Chinese,715,477,402,1
2025-09-12,2025-09,0,0,English,149,72,55,73
2025-09-12,2025-09,1,0,English,19,13,11,24
2025-09-12,2025-09,1,1,Chinese,3,0,0,1
2025-09-12,2025-09,0,0,Math,0,0,0,25
2025-09-12,2025-09,0,0,Ace vocab,0,0,0,1
2025-09-11,2025-09,1,0,Chinese,734,502,435,4
2025-09-11,2025-09,0,0,Chinese,813,475,376,61
2025-09-11,2025-09,0,0,English,105,60,51,75
2025-09-11,2025-09,1,0,English,24,19,17,22
2025-09-11,2025-09,1,1,Chinese,10,5,4,1
2025-09-11,2025-09,1,0,Math,0,0,0,1
2025-09-11,2025-09,0,0,Math,0,0,0,16
2025-09-11,2025-09,1,1,Math,0,0,0,1
2025-09-10,2025-09,1,0,Chinese,760,491,412,1
2025-09-10,2025-09,0,0,Chinese,848,450,364,24
2025-09-10,2025-09,0,0,English,115,73,65,57
2025-09-10,2025-09,1,0,English,19,15,15,18
2025-09-10,2025-09,1,1,Chinese,17,6,6,4
2025-09-10,2025-09,0,0,Math,0,0,0,13
2025-09-09,2025-09,1,0,Chinese,895,650,578,0
2025-09-09,2025-09,0,0,Chinese,914,466,375,79
2025-09-09,2025-09,0,0,English,133,76,61,65
2025-09-09,2025-09,1,0,English,16,11,10,20
2025-09-09,2025-09,1,1,Chinese,9,5,2,2
2025-09-09,2025-09,1,0,Math,0,0,0,2
2025-09-09,2025-09,0,0,Math,0,0,0,21
2025-09-08,2025-09,1,0,Chinese,1065,731,616,1
2025-09-08,2025-09,0,0,Chinese,1081,616,494,88
2025-09-08,2025-09,0,0,English,125,66,50,74
2025-09-08,2025-09,1,0,English,19,16,14,25
2025-09-08,2025-09,1,1,Chinese,9,6,5,4
2025-09-08,2025-09,1,0,Math,0,0,0,1
2025-09-08,2025-09,1,1,English,0,0,0,1
2025-09-08,2025-09,0,0,Math,0,0,0,11
2025-09-07,2025-09,1,0,Chinese,938,625,525,2
2025-09-07,2025-09,0,0,Chinese,1177,544,414,87
2025-09-07,2025-09,0,0,English,132,72,65,92
2025-09-07,2025-09,1,0,English,14,8,7,40
2025-09-07,2025-09,1,1,Chinese,11,7,6,1
2025-09-07,2025-09,0,0,Math,0,0,0,25
2025-09-07,2025-09,1,0,Math,0,0,0,0
2025-09-07,2025-09,0,0,Ace vocab,0,0,0,1
2025-09-06,2025-09,1,0,Chinese,1059,726,591,6
2025-09-06,2025-09,0,0,Chinese,1062,564,436,65
2025-09-06,2025-09,0,0,English,157,89,73,80
2025-09-06,2025-09,1,0,English,26,15,15,27
2025-09-06,2025-09,1,1,Chinese,10,7,6,1
2025-09-06,2025-09,0,0,Math,0,0,0,26
2025-09-06,2025-09,1,0,Math,0,0,0,1
2025-09-06,2025-09,1,0,Ace vocab,0,0,0,0
2025-09-05,2025-09,1,0,Chinese,930,641,536,1
2025-09-05,2025-09,0,0,Chinese,889,530,425,49
2025-09-05,2025-09,0,0,English,126,55,47,69
2025-09-05,2025-09,1,0,English,21,14,13,22
2025-09-05,2025-09,1,1,Chinese,9,6,5,1
2025-09-05,2025-09,0,0,Math,0,0,0,15
2025-09-05,2025-09,0,0,Ace vocab,0,0,0,1
2025-09-05,2025-09,1,0,Math,0,0,0,1
2025-09-04,2025-09,1,0,Chinese,820,567,492,3
2025-09-04,2025-09,0,0,Chinese,831,507,403,56
2025-09-04,2025-09,0,0,English,126,66,54,53
2025-09-04,2025-09,1,0,English,14,10,10,22
2025-09-04,2025-09,1,1,Chinese,11,7,4,4
2025-09-04,2025-09,0,0,Math,0,0,0,13
2025-09-04,2025-09,1,1,English,0,0,0,2
2025-09-04,2025-09,1,0,Math,0,0,0,0
2025-09-03,2025-09,1,0,Chinese,856,580,472,2
2025-09-03,2025-09,0,0,Chinese,784,424,326,19
2025-09-03,2025-09,0,0,English,133,65,52,45
2025-09-03,2025-09,1,1,Chinese,11,7,4,1
2025-09-03,2025-09,1,0,English,9,6,6,13
2025-09-03,2025-09,1,1,Math,0,0,0,0
2025-09-03,2025-09,0,0,Math,0,0,0,18
2025-09-03,2025-09,0,0,Ace vocab,0,0,0,0
2025-09-02,2025-09,1,0,Chinese,780,534,438,4
2025-09-02,2025-09,0,0,Chinese,905,466,362,59
2025-09-02,2025-09,0,0,English,120,67,54,59
2025-09-02,2025-09,1,0,English,20,9,8,41
2025-09-02,2025-09,1,1,Chinese,12,9,7,4
2025-09-02,2025-09,1,0,Math,0,0,0,2
2025-09-02,2025-09,0,0,Math,0,0,0,19
2025-09-02,2025-09,1,1,English,0,0,0,1
2025-09-01,2025-09,0,0,Chinese,979,514,413,49
2025-09-01,2025-09,1,0,Chinese,745,504,427,1
2025-09-01,2025-09,0,0,English,157,80,65,92
2025-09-01,2025-09,1,1,Chinese,12,10,8,3
2025-09-01,2025-09,1,0,English,12,9,7,30
2025-09-01,2025-09,1,0,Math,0,0,0,1
2025-09-01,2025-09,0,0,Math,0,0,0,29
2025-08-31,2025-08,0,0,Chinese,1060,522,401,156
2025-08-31,2025-08,1,0,Chinese,564,370,306,4
2025-08-31,2025-08,0,0,English,134,71,58,167
2025-08-31,2025-08,1,0,English,16,10,10,33
2025-08-31,2025-08,1,1,Chinese,8,4,2,1
2025-08-31,2025-08,1,0,Math,0,0,0,1
2025-08-31,2025-08,1,1,English,0,0,0,1
2025-08-31,2025-08,0,0,Math,0,0,0,4
2025-08-30,2025-08,0,0,Chinese,923,466,363,118
2025-08-30,2025-08,1,0,Chinese,465,299,258,8
2025-08-30,2025-08,0,0,English,104,51,42,90
2025-08-30,2025-08,1,0,English,16,11,11,31
2025-08-30,2025-08,1,1,Chinese,13,6,6,2
2025-08-30,2025-08,1,1,English,0,0,0,1
2025-08-30,2025-08,0,0,Math,0,0,0,8
2025-08-29,2025-08,0,0,Chinese,623,342,274,74
2025-08-29,2025-08,1,0,Chinese,423,272,220,1
2025-08-29,2025-08,0,0,English,125,51,42,58
2025-08-29,2025-08,1,1,Chinese,10,6,5,2
2025-08-29,2025-08,1,0,English,8,6,5,13
2025-08-29,2025-08,1,0,Math,0,0,0,1
2025-08-29,2025-08,0,0,Math,0,0,0,16
2025-08-28,2025-08,0,0,Chinese,645,340,258,71
2025-08-28,2025-08,1,0,Chinese,468,326,265,3
2025-08-28,2025-08,0,0,English,111,50,39,70
2025-08-28,2025-08,1,1,Chinese,14,12,10,2
2025-08-28,2025-08,1,0,English,11,9,8,11
2025-08-28,2025-08,1,0,Math,0,0,0,1
2025-08-28,2025-08,0,0,Math,0,0,0,17
2025-08-27,2025-08,0,0,Chinese,679,375,291,39
2025-08-27,2025-08,1,0,Chinese,487,317,278,4
2025-08-27,2025-08,0,0,English,126,71,60,67
2025-08-27,2025-08,1,1,Chinese,14,4,4,2
2025-08-27,2025-08,1,0,English,5,3,2,10
2025-08-27,2025-08,0,0,Math,0,0,0,9
2025-08-26,2025-08,0,0,Chinese,732,447,352,67
2025-08-26,2025-08,1,0,Chinese,511,336,286,1
2025-08-26,2025-08,0,0,English,102,56,43,63
2025-08-26,2025-08,1,1,Chinese,13,7,6,0
2025-08-26,2025-08,1,0,English,5,2,2,7
2025-08-26,2025-08,0,0,Math,0,0,0,22
2025-08-26,2025-08,1,1,English,0,0,0,1
2025-08-26,2025-08,1,0,Math,0,0,0,1
2025-08-25,2025-08,0,0,Chinese,770,398,319,92
2025-08-25,2025-08,1,0,Chinese,401,270,226,1
2025-08-25,2025-08,0,0,English,111,53,36,50
2025-08-25,2025-08,1,1,Chinese,13,5,4,5
2025-08-25,2025-08,1,0,English,7,5,5,8
2025-08-25,2025-08,0,0,Math,0,0,0,20
2025-08-25,2025-08,1,1,Math,0,0,0,0
2025-08-24,2025-08,0,0,Chinese,876,446,313,95
2025-08-24,2025-08,1,0,Chinese,407,288,248,2
2025-08-24,2025-08,0,0,English,91,48,39,53
2025-08-24,2025-08,1,1,Chinese,8,4,3,0
2025-08-24,2025-08,1,0,English,4,4,4,14
2025-08-24,2025-08,0,0,Math,0,0,0,24
2025-08-24,2025-08,1,1,Math,0,0,0,0
2025-08-24,2025-08,1,0,Math,0,0,0,1
2025-08-23,2025-08,0,0,Chinese,698,380,281,72
2025-08-23,2025-08,1,0,Chinese,485,327,264,1
2025-08-23,2025-08,0,0,English,96,52,42,44
2025-08-23,2025-08,1,0,English,9,8,7,9
2025-08-23,2025-08,0,0,Math,0,0,0,16
2025-08-22,2025-08,0,0,Chinese,785,443,354,47
2025-08-22,2025-08,1,0,Chinese,433,289,240,4
2025-08-22,2025-08,0,0,English,96,59,45,46
2025-08-22,2025-08,1,0,English,7,6,5,17
2025-08-22,2025-08,1,1,Chinese,19,3,3,2
2025-08-22,2025-08,1,1,English,0,0,0,1
2025-08-22,2025-08,0,0,Math,0,0,0,10
2025-08-21,2025-08,0,0,Chinese,810,413,316,55
2025-08-21,2025-08,1,0,Chinese,430,278,239,2
2025-08-21,2025-08,0,0,English,78,45,40,73
2025-08-21,2025-08,1,0,English,5,4,4,14
2025-08-21,2025-08,1,1,Chinese,510,3,3,4
2025-08-21,2025-08,1,0,Math,0,0,0,1
2025-08-21,2025-08,0,0,Math,0,0,0,9
2025-08-20,2025-08,0,0,Chinese,969,503,416,26
2025-08-20,2025-08,1,0,Chinese,414,275,232,1
2025-08-20,2025-08,0,0,English,79,46,33,61
2025-08-20,2025-08,1,1,Chinese,183,16,12,0
2025-08-20,2025-08,1,0,English,3,1,1,8
2025-08-20,2025-08,1,0,Math,0,0,0,1
2025-08-20,2025-08,1,1,English,0,0,0,2
2025-08-20,2025-08,0,0,Ace vocab,0,0,0,1
2025-08-20,2025-08,0,0,Math,0,0,0,8
2025-08-19,2025-08,0,0,Chinese,623,351,263,51
2025-08-19,2025-08,1,0,Chinese,443,311,259,0
2025-08-19,2025-08,0,0,English,86,48,39,38
2025-08-19,2025-08,1,1,Chinese,12,7,6,4
2025-08-19,2025-08,1,0,English,8,5,5,9
2025-08-19,2025-08,1,0,Ace vocab,0,0,0,1
2025-08-19,2025-08,0,0,Ace vocab,0,0,0,1
2025-08-19,2025-08,1,0,Math,0,0,0,1
2025-08-19,2025-08,0,0,Math,0,0,0,13
2025-08-18,2025-08,0,0,Chinese,723,392,284,64
2025-08-18,2025-08,1,0,Chinese,401,251,210,2
2025-08-18,2025-08,0,0,English,79,46,40,43
2025-08-18,2025-08,1,1,Chinese,7,5,3,2
2025-08-18,2025-08,1,0,English,5,4,2,13
2025-08-18,2025-08,1,0,Math,0,0,0,1
2025-08-18,2025-08,0,0,Math,0,0,0,16
2025-08-18,2025-08,1,1,Math,0,0,0,0
2025-08-17,2025-08,0,0,Chinese,749,384,283,56
2025-08-17,2025-08,1,0,Chinese,330,209,170,2
2025-08-17,2025-08,0,0,English,58,35,29,49
2025-08-17,2025-08,1,1,Chinese,16,14,12,4
2025-08-17,2025-08,1,0,English,7,5,3,7
2025-08-17,2025-08,1,1,Math,0,0,0,0
2025-08-17,2025-08,0,0,Math,0,0,0,15
2025-08-17,2025-08,1,0,Math,0,0,0,1
2025-08-16,2025-08,0,0,Chinese,571,282,198,63
2025-08-16,2025-08,1,0,Chinese,339,250,207,1
2025-08-16,2025-08,0,0,English,55,30,27,53
2025-08-16,2025-08,1,1,Chinese,11,6,5,4
2025-08-16,2025-08,1,0,English,4,3,3,11
2025-08-16,2025-08,0,0,Math,0,0,0,17
2025-08-16,2025-08,1,0,Math,0,0,0,1
2025-08-15,2025-08,0,0,Chinese,569,320,236,66
2025-08-15,2025-08,1,0,Chinese,356,231,193,1
2025-08-15,2025-08,0,0,English,133,69,60,63
2025-08-15,2025-08,1,1,Chinese,8,6,5,3
2025-08-15,2025-08,1,0,English,3,2,2,9
2025-08-15,2025-08,0,0,Math,0,0,0,16
2025-08-15,2025-08,1,1,English,0,0,0,1
2025-08-15,2025-08,0,0,Ace vocab,0,0,0,0
2025-08-15,2025-08,1,0,Math,0,0,0,0
2025-08-14,2025-08,0,0,Chinese,597,359,288,50
2025-08-14,2025-08,1,0,Chinese,345,239,204,1
2025-08-14,2025-08,0,0,English,93,52,42,49
2025-08-14,2025-08,1,1,Chinese,13,5,4,1
2025-08-14,2025-08,1,0,English,6,4,4,10
2025-08-14,2025-08,1,0,Ace vocab,0,0,0,1
2025-08-14,2025-08,0,0,Ace vocab,0,0,0,1
2025-08-14,2025-08,0,0,Math,0,0,0,12
2025-08-14,2025-08,1,0,Math,0,0,0,1
2025-08-13,2025-08,0,0,Chinese,523,340,271,57
2025-08-13,2025-08,1,0,Chinese,362,246,189,1
2025-08-13,2025-08,0,0,English,93,46,33,33
2025-08-13,2025-08,1,1,Chinese,8,3,3,1
2025-08-13,2025-08,1,0,English,4,3,2,7
2025-08-13,2025-08,0,0,Math,0,0,0,6
2025-08-12,2025-08,0,0,Chinese,552,311,234,19
2025-08-12,2025-08,1,0,Chinese,441,285,233,3
2025-08-12,2025-08,0,0,English,94,61,56,48
2025-08-12,2025-08,1,1,Chinese,7,4,3,1
2025-08-12,2025-08,1,0,English,6,2,2,8
2025-08-12,2025-08,1,0,Math,0,0,0,1
2025-08-12,2025-08,1,1,English,0,0,0,1
2025-08-12,2025-08,0,0,Math,0,0,0,13
2025-08-11,2025-08,1,0,Chinese,457,298,241,1
2025-08-11,2025-08,0,0,Chinese,525,298,221,51
2025-08-11,2025-08,0,0,English,77,30,24,26
2025-08-11,2025-08,1,1,Chinese,12,6,4,5
2025-08-11,2025-08,1,0,English,5,3,1,9
2025-08-11,2025-08,1,0,Math,0,0,0,1
2025-08-11,2025-08,0,0,Math,0,0,0,21
2025-08-10,2025-08,0,0,Chinese,672,352,243,65
2025-08-10,2025-08,1,0,Chinese,452,296,243,2
2025-08-10,2025-08,0,0,English,82,44,39,54
2025-08-10,2025-08,1,0,English,6,4,4,11
2025-08-10,2025-08,1,1,Chinese,6,3,2,3
2025-08-10,2025-08,1,1,English,0,0,0,1
2025-08-10,2025-08,1,0,Math,0,0,0,1
2025-08-10,2025-08,1,0,Ace vocab,0,0,0,3
2025-08-10,2025-08,0,0,Math,0,0,0,17
2025-08-09,2025-08,1,0,Chinese,399,278,226,4
2025-08-09,2025-08,0,0,Chinese,504,275,210,77
2025-08-09,2025-08,0,0,English,88,45,32,36
2025-08-09,2025-08,1,0,English,9,6,5,3
2025-08-09,2025-08,1,1,Chinese,7,3,3,2
2025-08-09,2025-08,1,0,Ace vocab,0,0,0,2
2025-08-09,2025-08,0,0,Math,0,0,0,7
2025-08-08,2025-08,0,0,Chinese,544,302,224,53
2025-08-08,2025-08,1,0,Chinese,464,299,242,3
2025-08-08,2025-08,0,0,English,85,42,33,25
2025-08-08,2025-08,1,1,Chinese,8,4,2,4
2025-08-08,2025-08,1,0,English,6,4,4,7
2025-08-08,2025-08,0,0,Math,0,0,0,10
2025-08-07,2025-08,0,0,Chinese,589,314,243,62
2025-08-07,2025-08,1,0,Chinese,427,275,214,2
2025-08-07,2025-08,0,0,English,78,35,26,50
2025-08-07,2025-08,1,0,English,6,4,3,6
2025-08-07,2025-08,1,1,Chinese,5,1,1,1
2025-08-07,2025-08,0,0,Math,0,0,0,10
2025-08-07,2025-08,1,0,Ace vocab,0,0,0,1
2025-08-06,2025-08,1,0,Chinese,445,285,236,2
2025-08-06,2025-08,0,0,Chinese,526,279,218,32
2025-08-06,2025-08,0,0,English,96,44,37,45
2025-08-06,2025-08,1,1,Chinese,9,4,3,2
2025-08-06,2025-08,1,0,English,5,4,4,15
2025-08-06,2025-08,0,0,Math,0,0,0,7
2025-08-05,2025-08,0,0,Chinese,527,306,241,63
2025-08-05,2025-08,1,0,Chinese,415,291,254,2
2025-08-05,2025-08,0,0,English,86,37,33,41
2025-08-05,2025-08,1,1,Chinese,5,3,2,3
2025-08-05,2025-08,1,0,English,5,3,3,3
2025-08-05,2025-08,0,0,Math,0,0,0,9
2025-08-05,2025-08,0,0,Ace vocab,0,0,0,1
2025-08-05,2025-08,1,0,Ace vocab,0,0,0,1
2025-08-04,2025-08,0,0,Chinese,643,326,249,50
2025-08-04,2025-08,1,0,Chinese,426,248,195,4
2025-08-04,2025-08,0,0,English,111,46,40,35
2025-08-04,2025-08,1,1,Chinese,9,6,6,1
2025-08-04,2025-08,1,0,English,8,5,4,5
2025-08-04,2025-08,0,0,Math,0,0,0,12
2025-08-04,2025-08,1,0,Math,0,0,0,2
2025-08-03,2025-08,0,0,Chinese,667,350,249,63
2025-08-03,2025-08,1,0,Chinese,275,175,139,3
2025-08-03,2025-08,0,0,English,111,55,45,39
2025-08-03,2025-08,1,1,Chinese,9,5,4,3
2025-08-03,2025-08,1,0,English,3,2,2,13
2025-08-03,2025-08,0,0,Math,0,0,0,11
2025-08-02,2025-08,0,0,Chinese,599,310,234,52
2025-08-02,2025-08,1,0,Chinese,348,242,205,0
2025-08-02,2025-08,0,0,English,110,48,42,40
2025-08-02,2025-08,1,0,English,8,6,4,8
2025-08-02,2025-08,1,1,Chinese,8,4,4,1
2025-08-02,2025-08,1,0,Math,0,0,0,0
2025-08-02,2025-08,0,0,Math,0,0,0,12
2025-08-01,2025-08,0,0,Chinese,535,308,256,38
2025-08-01,2025-08,0,0,English,130,59,44,50
2025-08-01,2025-08,1,1,Chinese,8,4,3,1
2025-08-01,2025-08,1,0,English,5,4,3,21
2025-08-01,2025-08,1,0,Math,0,0,0,1
2025-08-01,2025-08,0,0,Math,0,0,0,10
2025-07-31,2025-07,0,0,Chinese,479,245,187,95
2025-07-31,2025-07,1,0,Chinese,84,48,41,3
2025-07-31,2025-07,0,0,English,39,21,20,44
2025-07-31,2025-07,1,0,English,8,5,5,5
2025-07-31,2025-07,1,1,Chinese,9,4,4,5
2025-07-31,2025-07,0,0,Math,0,0,0,27
2025-07-30,2025-07,0,0,Chinese,399,215,169,33
2025-07-30,2025-07,1,0,Chinese,63,32,22,0
2025-07-30,2025-07,0,0,English,60,31,24,45
2025-07-30,2025-07,1,0,English,11,9,6,8
2025-07-30,2025-07,1,1,Chinese,11,4,3,2
2025-07-30,2025-07,0,0,Math,0,0,0,15
2025-07-30,2025-07,1,0,Ace vocab,0,0,0,1
2025-07-29,2025-07,0,0,Chinese,478,283,205,57
2025-07-29,2025-07,0,0,English,88,42,33,37
2025-07-29,2025-07,1,0,Chinese,62,29,25,2
2025-07-29,2025-07,1,0,English,12,11,10,7
2025-07-29,2025-07,1,1,Chinese,13,7,5,3
2025-07-29,2025-07,0,0,Math,0,0,0,23
2025-07-29,2025-07,0,0,Ace vocab,0,0,0,1
2025-07-29,2025-07,1,0,Math,0,0,0,1
2025-07-28,2025-07,0,0,Chinese,634,330,240,50
2025-07-28,2025-07,1,0,Chinese,227,147,126,4
2025-07-28,2025-07,0,0,English,81,37,30,35
2025-07-28,2025-07,1,1,Chinese,8,4,4,2
2025-07-28,2025-07,1,0,English,5,2,1,3
2025-07-28,2025-07,0,0,Math,0,0,0,5
2025-07-28,2025-07,1,0,Math,0,0,0,2
2025-07-28,2025-07,1,0,Ace vocab,0,0,0,1
2025-07-27,2025-07,0,0,Chinese,642,303,207,65
2025-07-27,2025-07,1,0,Chinese,300,197,170,4
2025-07-27,2025-07,0,0,English,78,39,35,49
2025-07-27,2025-07,1,1,Chinese,12,6,6,2
2025-07-27,2025-07,1,0,English,3,2,2,10
2025-07-27,2025-07,1,0,Math,0,0,0,0
2025-07-27,2025-07,0,0,Ace vocab,0,0,0,1
2025-07-27,2025-07,1,1,Math,0,0,0,0
2025-07-27,2025-07,0,0,Math,0,0,0,11
2025-07-26,2025-07,0,0,Chinese,590,313,205,56
2025-07-26,2025-07,1,0,Chinese,177,116,90,2
2025-07-26,2025-07,0,0,English,93,56,51,56
2025-07-26,2025-07,1,0,English,9,7,7,14
2025-07-26,2025-07,1,1,Chinese,7,6,5,2
2025-07-26,2025-07,1,1,English,0,0,0,1
2025-07-26,2025-07,1,0,Math,0,0,0,1
2025-07-26,2025-07,0,0,Math,0,0,0,15
2025-07-25,2025-07,0,0,Chinese,589,331,257,51
2025-07-25,2025-07,1,0,Chinese,216,121,97,4
2025-07-25,2025-07,0,0,English,78,40,31,50
2025-07-25,2025-07,1,0,English,10,7,6,9
2025-07-25,2025-07,1,1,Chinese,4,1,0,3
2025-07-25,2025-07,1,0,Math,0,0,0,0
2025-07-25,2025-07,0,0,Ace vocab,0,0,0,1
2025-07-25,2025-07,0,0,Math,0,0,0,15
2025-07-24,2025-07,0,0,Chinese,694,337,265,36
2025-07-24,2025-07,1,0,Chinese,358,216,183,0
2025-07-24,2025-07,0,0,English,96,52,44,47
2025-07-24,2025-07,1,0,English,10,6,6,11
2025-07-24,2025-07,1,1,Chinese,8,3,3,1
2025-07-24,2025-07,1,0,Math,0,0,0,1
2025-07-24,2025-07,0,0,Math,0,0,0,7
2025-07-23,2025-07,0,0,Chinese,484,271,213,24
2025-07-23,2025-07,1,0,Chinese,376,246,213,1
2025-07-23,2025-07,0,0,English,136,66,51,55
2025-07-23,2025-07,1,1,Chinese,20,12,10,3
2025-07-23,2025-07,1,0,English,8,7,6,12
2025-07-23,2025-07,0,0,Math,0,0,0,8
2025-07-23,2025-07,0,0,Ace vocab,0,0,0,1
2025-07-23,2025-07,1,0,Math,0,0,0,1
2025-07-22,2025-07,1,0,Chinese,522,346,273,2
2025-07-22,2025-07,0,0,Chinese,601,284,227,30
2025-07-22,2025-07,0,0,English,107,58,50,25
2025-07-22,2025-07,1,1,Chinese,17,8,7,2
2025-07-22,2025-07,1,0,English,5,4,4,13
2025-07-22,2025-07,0,0,Math,0,0,0,9
2025-07-22,2025-07,1,0,Math,0,0,0,1
2025-07-21,2025-07,1,0,Chinese,576,374,291,3
2025-07-21,2025-07,0,0,Chinese,665,348,258,63
2025-07-21,2025-07,0,0,English,112,54,43,42
2025-07-21,2025-07,1,0,English,11,5,5,10
2025-07-21,2025-07,1,1,Chinese,7,3,3,3
2025-07-21,2025-07,0,0,Math,0,0,0,8
2025-07-21,2025-07,1,0,Math,0,0,0,1
2025-07-20,2025-07,1,0,Chinese,529,343,279,3
2025-07-20,2025-07,0,0,Chinese,741,338,229,55
2025-07-20,2025-07,0,0,English,118,52,41,58
2025-07-20,2025-07,1,0,English,7,5,4,11
2025-07-20,2025-07,1,1,Chinese,4,1,1,1
2025-07-20,2025-07,0,0,Math,0,0,0,13
2025-07-20,2025-07,0,0,Ace vocab,0,0,0,2
2025-07-19,2025-07,0,0,Chinese,736,354,261,70
2025-07-19,2025-07,1,0,Chinese,426,262,219,2
2025-07-19,2025-07,0,0,English,92,53,46,47
2025-07-19,2025-07,1,1,Chinese,10,5,5,1
2025-07-19,2025-07,1,0,English,7,4,4,22
