订单年月日,订单年月,科目,是否ot渠道,是否ot官网,线索量,约课量,试听完课量,新签订单量
2025-10-13,2025-10,English,1,0,555,318,271,15
2025-10-13,2025-10,English,0,0,339,203,173,34
2025-10-13,2025-10,Chinese,0,0,315,192,139,63
2025-10-13,2025-10,Math,0,0,105,52,29,19
2025-10-13,2025-10,Chinese,1,0,8,4,3,2
2025-10-13,2025-10,Chinese,1,1,6,4,4,3
2025-10-13,2025-10,Chinese,0,0,4,0,0,63
2025-10-12,2025-10,English,1,0,518,319,272,17
2025-10-12,2025-10,Chinese,0,0,625,308,192,65
2025-10-12,2025-10,English,0,0,276,158,136,51
2025-10-12,2025-10,Math,0,0,130,62,37,21
2025-10-12,2025-10,Chinese,1,0,10,5,5,2
2025-10-12,2025-10,Chinese,1,1,2,1,1,4
2025-10-12,2025-10,Chinese,0,0,1,0,0,65
2025-10-12,2025-10,Math,1,1,0,0,0,1
2025-10-11,2025-10,Chinese,0,0,493,294,173,62
2025-10-11,2025-10,English,1,0,422,269,229,18
2025-10-11,2025-10,English,0,0,304,178,151,22
2025-10-11,2025-10,Math,0,0,131,67,40,24
2025-10-11,2025-10,Math,1,0,8,5,2,1
2025-10-11,2025-10,Chinese,1,1,8,5,5,2
2025-10-11,2025-10,Chinese,1,0,2,1,0,2
2025-10-10,2025-10,English,1,0,344,203,165,7
2025-10-10,2025-10,English,0,0,296,184,158,26
2025-10-10,2025-10,Chinese,0,0,217,134,92,48
2025-10-10,2025-10,Math,0,0,87,67,50,15
2025-10-10,2025-10,Math,1,0,4,2,2,1
2025-10-10,2025-10,Chinese,1,0,4,2,1,3
2025-10-10,2025-10,Chinese,1,1,6,2,0,4
2025-10-09,2025-10,English,1,0,373,229,192,9
2025-10-09,2025-10,English,0,0,270,158,128,34
2025-10-09,2025-10,Chinese,0,0,249,137,91,42
2025-10-09,2025-10,Math,0,0,102,64,44,20
2025-10-09,2025-10,Chinese,1,1,7,5,4,1
2025-10-09,2025-10,Chinese,1,0,6,4,3,3
2025-10-09,2025-10,Math,1,0,8,4,4,1
2025-10-09,2025-10,Chinese,0,0,4,0,0,42
2025-10-08,2025-10,English,1,0,279,175,154,10
2025-10-08,2025-10,English,0,0,192,119,95,30
2025-10-08,2025-10,Chinese,0,0,144,80,55,23
2025-10-08,2025-10,Math,0,0,70,53,38,2
2025-10-08,2025-10,Chinese,1,1,6,1,1,1
2025-10-08,2025-10,Math,1,0,2,0,0,1
2025-10-07,2025-10,English,1,0,453,245,201,10
2025-10-07,2025-10,Chinese,0,0,182,118,82,36
2025-10-07,2025-10,English,0,0,148,87,74,18
2025-10-07,2025-10,Math,0,0,76,42,29,12
2025-10-07,2025-10,Chinese,1,1,10,6,6,1
2025-10-07,2025-10,Chinese,1,0,8,3,3,1
2025-10-07,2025-10,Math,1,0,2,0,0,1
2025-10-06,2025-10,Chinese,0,0,455,225,134,32
2025-10-06,2025-10,English,1,0,177,79,67,2
2025-10-06,2025-10,English,0,0,115,50,38,14
2025-10-06,2025-10,Math,0,0,72,43,30,19
2025-10-06,2025-10,Chinese,1,1,11,6,5,2
2025-10-06,2025-10,Chinese,1,0,3,3,1,3
2025-10-06,2025-10,Math,1,0,5,2,2,1
2025-10-05,2025-10,Chinese,0,0,565,247,151,43
2025-10-05,2025-10,English,1,0,201,97,83,4
2025-10-05,2025-10,English,0,0,204,51,43,15
2025-10-05,2025-10,Math,0,0,79,43,34,17
2025-10-05,2025-10,Chinese,1,0,10,6,3,1
2025-10-05,2025-10,Chinese,1,1,7,4,3,0
2025-10-04,2025-10,Chinese,0,0,475,267,152,26
2025-10-04,2025-10,English,1,0,247,145,125,3
2025-10-04,2025-10,English,0,0,183,44,39,11
2025-10-04,2025-10,Math,0,0,67,29,21,9
2025-10-04,2025-10,Chinese,1,1,13,6,2,1
2025-10-04,2025-10,English,1,1,0,0,0,1
2025-10-03,2025-10,Chinese,0,0,278,162,66,10
2025-10-03,2025-10,English,1,0,287,153,137,1
2025-10-03,2025-10,English,0,0,177,66,54,8
2025-10-03,2025-10,Math,0,0,64,40,30,6
2025-10-03,2025-10,Chinese,1,0,4,2,2,1
2025-10-03,2025-10,Chinese,1,1,6,2,0,2
2025-10-03,2025-10,Math,1,0,4,2,1,1
2025-10-02,2025-10,English,1,0,277,143,123,2
2025-10-02,2025-10,Chinese,0,0,187,125,67,6
2025-10-02,2025-10,English,0,0,208,84,72,10
2025-10-02,2025-10,Math,0,0,50,33,21,3
2025-10-02,2025-10,Chinese,1,1,9,7,5,0
2025-10-02,2025-10,Chinese,1,0,8,5,2,1
2025-10-02,2025-10,Chinese,0,0,1,1,1,6
2025-10-02,2025-10,Math,1,0,1,0,0,1
2025-10-01,2025-10,Chinese,0,0,233,148,85,11
2025-10-01,2025-10,English,1,0,297,148,127,3
2025-10-01,2025-10,English,0,0,163,74,61,13
2025-10-01,2025-10,Math,0,0,65,43,31,9
2025-10-01,2025-10,Chinese,1,1,7,4,3,0
2025-10-01,2025-10,Chinese,1,0,2,2,2,0
2025-09-30,2025-09,English,1,0,377,213,182,41
2025-09-30,2025-09,English,0,0,350,163,139,196
2025-09-30,2025-09,Chinese,0,0,211,126,75,76
2025-09-30,2025-09,Math,0,0,118,50,36,19
2025-09-30,2025-09,Chinese,1,1,7,5,5,2
2025-09-30,2025-09,Chinese,1,0,8,5,3,4
2025-09-30,2025-09,English,1,1,2,1,1,1
2025-09-29,2025-09,English,1,0,407,258,206,32
2025-09-29,2025-09,Chinese,0,0,305,185,98,123
2025-09-29,2025-09,English,0,0,350,179,137,113
2025-09-29,2025-09,Math,0,0,144,51,31,32
2025-09-29,2025-09,Chinese,1,0,7,4,4,3
2025-09-29,2025-09,Chinese,1,1,4,3,3,1
2025-09-28,2025-09,Chinese,0,0,577,325,172,126
2025-09-28,2025-09,English,1,0,302,199,172,17
2025-09-28,2025-09,English,0,0,326,150,132,91
2025-09-28,2025-09,Math,0,0,62,35,27,25
2025-09-28,2025-09,Chinese,1,1,15,9,6,3
2025-09-28,2025-09,Chinese,1,0,5,2,2,4
2025-09-28,2025-09,Math,1,0,2,1,1,2
2025-09-28,2025-09,Math,1,1,0,0,0,0
2025-09-27,2025-09,Chinese,0,0,539,297,150,94
2025-09-27,2025-09,English,1,0,368,233,197,22
2025-09-27,2025-09,English,0,0,293,159,136,90
2025-09-27,2025-09,Math,0,0,78,38,27,25
2025-09-27,2025-09,Chinese,1,0,8,5,4,2
2025-09-27,2025-09,Chinese,1,1,8,3,2,3
2025-09-27,2025-09,English,1,1,0,0,0,0
2025-09-26,2025-09,English,1,0,326,209,178,12
2025-09-26,2025-09,English,0,0,312,177,147,69
2025-09-26,2025-09,Chinese,0,0,246,133,87,71
2025-09-26,2025-09,Math,0,0,72,54,36,25
2025-09-26,2025-09,Chinese,1,0,10,5,3,2
2025-09-26,2025-09,Chinese,1,1,8,4,3,1
2025-09-26,2025-09,Math,1,0,4,1,1,2
2025-09-26,2025-09,English,1,1,0,0,0,0
2025-09-25,2025-09,English,0,0,504,251,196,70
2025-09-25,2025-09,Chinese,0,0,279,178,118,76
2025-09-25,2025-09,English,1,0,216,144,113,24
2025-09-25,2025-09,Math,0,0,55,37,21,22
2025-09-25,2025-09,Math,1,0,10,5,2,1
2025-09-25,2025-09,Chinese,1,0,9,5,3,1
2025-09-25,2025-09,Chinese,1,1,5,4,2,1
2025-09-25,2025-09,Chinese,0,0,1,0,0,76
2025-09-25,2025-09,English,1,1,0,0,0,1
2025-09-24,2025-09,English,1,0,471,328,259,21
2025-09-24,2025-09,English,0,0,448,243,196,66
2025-09-24,2025-09,Chinese,0,0,272,163,110,32
2025-09-24,2025-09,Math,0,0,83,54,37,11
2025-09-24,2025-09,Chinese,1,0,8,7,4,1
2025-09-24,2025-09,Chinese,1,1,7,4,3,3
2025-09-24,2025-09,English,1,1,0,0,0,1
2025-09-24,2025-09,Ace vocab,1,0,0,0,0,0
2025-09-23,2025-09,English,1,0,714,481,395,29
2025-09-23,2025-09,English,0,0,431,243,208,93
2025-09-23,2025-09,Chinese,0,0,266,152,105,64
2025-09-23,2025-09,Math,0,0,74,44,29,18
2025-09-23,2025-09,Chinese,1,1,9,5,3,1
2025-09-23,2025-09,Chinese,1,0,10,4,1,0
2025-09-23,2025-09,Chinese,1,0,1,0,0,0
2025-09-22,2025-09,English,1,0,866,540,437,30
2025-09-22,2025-09,English,0,0,439,236,205,59
2025-09-22,2025-09,Chinese,0,0,355,218,133,81
2025-09-22,2025-09,Math,0,0,101,63,43,24
2025-09-22,2025-09,Chinese,1,0,15,6,2,4
2025-09-22,2025-09,Chinese,1,1,8,3,2,1
2025-09-22,2025-09,English,1,1,0,0,0,1
2025-09-21,2025-09,English,1,0,757,519,420,36
2025-09-21,2025-09,Chinese,0,0,621,361,199,81
2025-09-21,2025-09,English,0,0,440,250,206,104
2025-09-21,2025-09,Math,0,0,125,57,40,15
2025-09-21,2025-09,Chinese,1,0,18,11,8,2
2025-09-21,2025-09,Chinese,1,1,2,2,1,4
2025-09-21,2025-09,Math,1,0,2,2,2,1
2025-09-21,2025-09,Chinese,0,0,6,0,0,81
2025-09-20,2025-09,English,1,0,781,497,420,34
2025-09-20,2025-09,Chinese,0,0,456,290,165,79
2025-09-20,2025-09,English,0,0,465,276,234,93
2025-09-20,2025-09,Math,0,0,81,52,34,24
2025-09-20,2025-09,Chinese,1,0,7,5,4,1
2025-09-20,2025-09,Chinese,1,1,9,5,4,3
2025-09-20,2025-09,Math,1,0,3,1,0,1
2025-09-20,2025-09,English,1,1,0,0,0,1
2025-09-19,2025-09,English,1,0,707,473,395,27
2025-09-19,2025-09,English,0,0,459,258,218,75
2025-09-19,2025-09,Chinese,0,0,243,154,118,56
2025-09-19,2025-09,Math,0,0,93,71,49,7
2025-09-19,2025-09,Math,1,0,4,4,2,1
2025-09-19,2025-09,Chinese,1,1,2,2,1,2
2025-09-19,2025-09,Chinese,1,0,7,2,2,5
2025-09-18,2025-09,English,1,0,752,503,406,22
2025-09-18,2025-09,English,0,0,491,265,228,72
2025-09-18,2025-09,Chinese,0,0,240,156,116,54
2025-09-18,2025-09,Math,0,0,111,56,35,19
2025-09-18,2025-09,Chinese,1,0,7,5,2,0
2025-09-18,2025-09,Chinese,1,1,6,4,3,0
2025-09-18,2025-09,Math,1,0,6,1,0,1
2025-09-17,2025-09,English,1,0,704,483,409,38
2025-09-17,2025-09,English,0,0,474,294,255,80
2025-09-17,2025-09,Chinese,0,0,236,143,94,27
2025-09-17,2025-09,Math,0,0,83,61,43,16
2025-09-17,2025-09,Chinese,1,1,5,1,1,2
2025-09-17,2025-09,Math,1,0,4,1,1,1
2025-09-17,2025-09,Math,1,1,0,0,0,1
2025-09-16,2025-09,English,1,0,693,482,410,27
2025-09-16,2025-09,English,0,0,413,246,212,71
2025-09-16,2025-09,Chinese,0,0,311,162,112,62
2025-09-16,2025-09,Math,0,0,120,76,52,24
2025-09-16,2025-09,Chinese,1,0,11,8,4,4
2025-09-16,2025-09,Chinese,1,1,11,4,4,4
2025-09-16,2025-09,Chinese,0,0,1,0,0,62
2025-09-15,2025-09,English,1,0,758,509,416,17
2025-09-15,2025-09,English,0,0,554,300,259,72
2025-09-15,2025-09,Chinese,0,0,379,188,126,89
2025-09-15,2025-09,Math,0,0,157,78,44,19
2025-09-15,2025-09,Chinese,1,1,13,8,8,3
2025-09-15,2025-09,Chinese,1,0,8,4,1,4
2025-09-15,2025-09,Chinese,0,0,2,0,0,89
2025-09-15,2025-09,English,1,1,0,0,0,0
2025-09-14,2025-09,English,1,0,677,476,401,47
2025-09-14,2025-09,English,0,0,477,290,247,102
2025-09-14,2025-09,Chinese,0,0,499,231,180,85
2025-09-14,2025-09,Math,0,0,126,58,46,29
2025-09-14,2025-09,Chinese,1,0,9,6,5,3
2025-09-14,2025-09,Chinese,1,1,7,5,5,2
2025-09-14,2025-09,Math,1,0,2,1,1,1
2025-09-14,2025-09,Ace vocab,0,0,0,0,0,1
2025-09-14,2025-09,Math,1,1,0,0,0,0
2025-09-13,2025-09,English,1,0,703,476,411,30
2025-09-13,2025-09,English,0,0,441,254,213,83
2025-09-13,2025-09,Chinese,0,0,442,228,153,68
2025-09-13,2025-09,Math,0,0,142,66,46,31
2025-09-13,2025-09,Chinese,1,0,6,4,2,1
2025-09-13,2025-09,Math,1,0,4,3,2,2
2025-09-13,2025-09,Chinese,1,1,9,1,1,2
2025-09-13,2025-09,Ace vocab,1,0,0,0,0,1
2025-09-13,2025-09,Math,1,1,0,0,0,1
2025-09-12,2025-09,English,1,0,717,482,406,24
2025-09-12,2025-09,English,0,0,701,332,276,73
2025-09-12,2025-09,Chinese,0,0,271,138,103,72
2025-09-12,2025-09,Math,0,0,121,79,49,25
2025-09-12,2025-09,Chinese,1,0,10,7,6,1
2025-09-12,2025-09,Ace vocab,0,0,0,0,0,1
2025-09-12,2025-09,Chinese,1,1,3,0,0,1
2025-09-11,2025-09,English,1,0,741,517,445,22
2025-09-11,2025-09,English,0,0,507,281,246,75
2025-09-11,2025-09,Chinese,0,0,260,159,117,61
2025-09-11,2025-09,Math,0,0,108,87,58,16
2025-09-11,2025-09,Chinese,1,0,11,6,6,4
2025-09-11,2025-09,Chinese,1,1,10,5,4,1
2025-09-11,2025-09,Chinese,0,0,1,1,1,61
2025-09-11,2025-09,Math,1,0,3,1,1,1
2025-09-11,2025-09,Math,1,1,0,0,0,1
2025-09-10,2025-09,English,1,0,766,502,423,18
2025-09-10,2025-09,English,0,0,449,287,258,57
2025-09-10,2025-09,Chinese,0,0,238,152,115,24
2025-09-10,2025-09,Math,0,0,229,73,46,13
2025-09-10,2025-09,Chinese,1,1,16,5,5,4
2025-09-10,2025-09,Chinese,1,0,7,3,2,1
2025-09-09,2025-09,English,1,0,896,651,582,20
2025-09-09,2025-09,English,0,0,552,292,257,65
2025-09-09,2025-09,Chinese,0,0,370,183,133,79
2025-09-09,2025-09,Math,0,0,88,59,40,21
2025-09-09,2025-09,Chinese,1,0,7,6,5,0
2025-09-09,2025-09,Chinese,1,1,9,5,2,2
2025-09-09,2025-09,Math,1,0,6,4,2,2
2025-09-08,2025-09,English,1,0,1063,733,619,25
2025-09-08,2025-09,English,0,0,635,379,325,74
2025-09-08,2025-09,Chinese,0,0,413,209,151,88
2025-09-08,2025-09,Math,0,0,112,85,59,11
2025-09-08,2025-09,Chinese,1,0,14,12,8,1
2025-09-08,2025-09,Chinese,1,1,9,6,5,4
2025-09-08,2025-09,Math,1,0,5,3,3,1
2025-09-08,2025-09,Math,0,0,1,1,1,11
2025-09-08,2025-09,English,1,1,0,0,0,1
2025-09-07,2025-09,English,1,0,933,620,523,40
2025-09-07,2025-09,English,0,0,579,289,249,92
2025-09-07,2025-09,Chinese,0,0,537,242,173,87
2025-09-07,2025-09,Math,0,0,127,71,45,25
2025-09-07,2025-09,Chinese,1,0,14,11,9,2
2025-09-07,2025-09,Chinese,1,1,8,6,5,1
2025-09-07,2025-09,Math,1,0,5,2,1,0
2025-09-07,2025-09,Ace vocab,0,0,0,0,0,1
2025-09-06,2025-09,English,1,0,1071,739,608,27
2025-09-06,2025-09,English,0,0,541,308,260,80
2025-09-06,2025-09,Chinese,0,0,457,230,171,65
2025-09-06,2025-09,Math,0,0,163,97,72,26
2025-09-06,2025-09,Chinese,1,1,8,7,6,1
2025-09-06,2025-09,Chinese,1,0,6,5,3,6
2025-09-06,2025-09,Math,1,0,7,1,1,1
2025-09-06,2025-09,Ace vocab,1,0,0,0,0,0
2025-09-05,2025-09,English,1,0,935,647,543,22
2025-09-05,2025-09,English,0,0,595,324,279,69
2025-09-05,2025-09,Chinese,0,0,252,167,129,49
2025-09-05,2025-09,Math,0,0,119,82,54,15
2025-09-05,2025-09,Chinese,1,1,7,6,5,1
2025-09-05,2025-09,Chinese,1,0,9,5,4,1
2025-09-05,2025-09,Math,1,0,7,4,3,1
2025-09-05,2025-09,Chinese,0,0,2,1,1,49
2025-09-05,2025-09,Ace vocab,0,0,0,0,0,1
2025-09-04,2025-09,English,1,0,809,570,498,22
2025-09-04,2025-09,English,0,0,489,299,253,53
2025-09-04,2025-09,Chinese,0,0,309,185,144,56
2025-09-04,2025-09,Math,0,0,92,66,48,13
2025-09-04,2025-09,Chinese,1,0,16,9,5,3
2025-09-04,2025-09,Chinese,1,1,11,7,4,4
2025-09-04,2025-09,Math,1,0,9,3,1,0
2025-09-04,2025-09,Chinese,0,0,1,1,1,56
2025-09-04,2025-09,English,1,1,0,0,0,2
2025-09-03,2025-09,English,1,0,852,578,474,13
2025-09-03,2025-09,English,0,0,469,238,200,45
2025-09-03,2025-09,Chinese,0,0,276,155,105,19
2025-09-03,2025-09,Math,0,0,124,92,71,18
2025-09-03,2025-09,Chinese,1,1,11,7,4,1
2025-09-03,2025-09,Chinese,1,0,7,5,2,2
2025-09-03,2025-09,Ace vocab,0,0,0,0,0,0
2025-09-03,2025-09,Math,1,1,0,0,0,0
2025-09-02,2025-09,English,1,0,777,530,439,41
2025-09-02,2025-09,English,0,0,477,283,239,59
2025-09-02,2025-09,Chinese,0,0,383,164,116,59
2025-09-02,2025-09,Math,0,0,113,76,52,19
2025-09-02,2025-09,Chinese,1,0,17,10,7,4
2025-09-02,2025-09,Chinese,1,1,12,9,7,4
2025-09-02,2025-09,Math,1,0,5,4,1,2
2025-09-02,2025-09,English,1,1,0,0,0,1
2025-09-01,2025-09,English,1,0,743,503,428,30
2025-09-01,2025-09,English,0,0,445,293,254,92
2025-09-01,2025-09,Chinese,0,0,511,207,159,49
2025-09-01,2025-09,Math,0,0,128,82,59,29
2025-09-01,2025-09,Chinese,1,1,12,10,8,3
2025-09-01,2025-09,Chinese,1,0,10,8,6,1
2025-09-01,2025-09,Math,1,0,4,2,1,1
2025-08-31,2025-08,English,1,0,567,372,310,33
2025-08-31,2025-08,Chinese,0,0,680,302,205,156
2025-08-31,2025-08,English,0,0,381,224,203,167
2025-08-31,2025-08,Math,0,0,97,64,50,4
2025-08-31,2025-08,Chinese,1,0,8,6,6,4
2025-08-31,2025-08,Chinese,1,1,8,4,2,1
2025-08-31,2025-08,Chinese,0,0,2,1,1,156
2025-08-31,2025-08,Math,1,0,4,1,0,1
2025-08-31,2025-08,English,1,1,0,0,0,1
2025-08-30,2025-08,English,1,0,464,299,261,31
2025-08-30,2025-08,Chinese,0,0,504,230,169,118
2025-08-30,2025-08,English,0,0,370,191,167,90
2025-08-30,2025-08,Math,0,0,123,91,64,8
2025-08-30,2025-08,Chinese,1,0,12,7,5,8
2025-08-30,2025-08,Chinese,1,1,12,6,6,2
2025-08-30,2025-08,Chinese,1,0,1,0,0,8
2025-08-30,2025-08,English,1,1,0,0,0,1
2025-08-29,2025-08,English,1,0,415,270,223,13
2025-08-29,2025-08,English,0,0,374,192,169,58
2025-08-29,2025-08,Chinese,0,0,233,123,92,74
2025-08-29,2025-08,Math,0,0,97,69,48,16
2025-08-29,2025-08,Chinese,1,0,10,7,3,1
2025-08-29,2025-08,Chinese,1,1,10,6,5,2
2025-08-29,2025-08,Math,1,0,6,2,1,1
2025-08-28,2025-08,English,1,0,458,326,269,11
2025-08-28,2025-08,English,0,0,311,163,136,70
2025-08-28,2025-08,Chinese,0,0,286,152,107,71
2025-08-28,2025-08,Math,0,0,116,71,49,17
2025-08-28,2025-08,Chinese,1,1,13,12,10,2
2025-08-28,2025-08,Chinese,1,0,12,6,4,3
2025-08-28,2025-08,Math,1,0,9,4,2,1
2025-08-28,2025-08,Chinese,0,0,1,1,1,71
2025-08-27,2025-08,English,1,0,459,307,275,10
2025-08-27,2025-08,English,0,0,418,248,220,67
2025-08-27,2025-08,Chinese,0,0,244,120,80,39
2025-08-27,2025-08,Math,0,0,93,72,45,9
2025-08-27,2025-08,Chinese,1,0,27,12,6,4
2025-08-27,2025-08,Chinese,1,1,11,4,4,2
2025-08-26,2025-08,English,1,0,474,318,272,7
2025-08-26,2025-08,English,0,0,371,240,209,63
2025-08-26,2025-08,Chinese,0,0,320,176,128,67
2025-08-26,2025-08,Math,0,0,102,78,54,22
2025-08-26,2025-08,Chinese,1,0,31,16,14,1
2025-08-26,2025-08,Chinese,1,1,13,7,6,0
2025-08-26,2025-08,Math,1,0,7,3,2,1
2025-08-26,2025-08,Chinese,1,0,1,1,1,1
2025-08-26,2025-08,English,1,1,0,0,0,1
2025-08-25,2025-08,English,1,0,376,261,222,8
2025-08-25,2025-08,English,0,0,380,194,165,50
2025-08-25,2025-08,Chinese,0,0,336,180,132,92
2025-08-25,2025-08,Math,0,0,130,74,57,20
2025-08-25,2025-08,Chinese,1,0,22,13,9,1
2025-08-25,2025-08,Chinese,1,1,11,5,4,5
2025-08-25,2025-08,Chinese,0,0,1,0,0,92
2025-08-25,2025-08,Math,1,1,0,0,0,0
2025-08-24,2025-08,English,1,0,379,277,246,14
2025-08-24,2025-08,Chinese,0,0,484,250,160,95
2025-08-24,2025-08,English,0,0,275,150,131,53
2025-08-24,2025-08,Math,0,0,170,84,56,24
2025-08-24,2025-08,Chinese,1,0,21,12,5,2
2025-08-24,2025-08,Chinese,1,1,7,4,3,0
2025-08-24,2025-08,Math,1,0,10,3,1,1
2025-08-24,2025-08,Math,1,1,0,0,0,0
2025-08-23,2025-08,English,1,0,465,323,265,9
2025-08-23,2025-08,Chinese,0,0,369,186,135,72
2025-08-23,2025-08,English,0,0,294,167,143,44
2025-08-23,2025-08,Math,0,0,95,71,40,16
2025-08-23,2025-08,Chinese,1,0,22,13,8,1
2025-08-22,2025-08,English,1,0,402,282,239,17
2025-08-22,2025-08,English,0,0,455,261,224,46
2025-08-22,2025-08,Chinese,0,0,289,158,120,47
2025-08-22,2025-08,Math,0,0,107,74,50,10
2025-08-22,2025-08,Chinese,1,0,32,13,10,4
2025-08-22,2025-08,Chinese,1,1,19,3,3,2
2025-08-22,2025-08,English,1,1,0,0,0,1
2025-08-21,2025-08,English,1,0,410,273,239,14
2025-08-21,2025-08,English,0,0,427,201,169,73
2025-08-21,2025-08,Chinese,0,0,277,172,135,55
2025-08-21,2025-08,Math,0,0,108,77,45,9
2025-08-21,2025-08,Chinese,1,0,18,7,3,2
2025-08-21,2025-08,Math,1,0,6,3,3,1
2025-08-21,2025-08,Chinese,1,1,507,3,3,4
2025-08-20,2025-08,English,0,0,689,361,312,61
2025-08-20,2025-08,English,1,0,390,267,231,8
2025-08-20,2025-08,Chinese,0,0,194,106,83,26
2025-08-20,2025-08,Math,0,0,114,70,45,8
2025-08-20,2025-08,Chinese,1,1,181,16,12,0
2025-08-20,2025-08,Chinese,1,0,25,10,6,1
2025-08-20,2025-08,Ace vocab,0,0,0,0,0,1
2025-08-20,2025-08,Math,1,0,1,0,0,1
2025-08-20,2025-08,English,1,1,0,0,0,2
2025-08-19,2025-08,English,1,0,423,299,252,9
2025-08-19,2025-08,Chinese,0,0,306,176,125,51
2025-08-19,2025-08,English,0,0,250,153,132,38
2025-08-19,2025-08,Math,0,0,129,63,40,13
2025-08-19,2025-08,Chinese,1,0,20,15,11,0
2025-08-19,2025-08,Chinese,1,1,12,7,6,4
2025-08-19,2025-08,Math,1,0,7,2,1,1
2025-08-19,2025-08,Ace vocab,0,0,0,0,0,1
2025-08-19,2025-08,Ace vocab,1,0,0,0,0,1
2025-08-18,2025-08,English,1,0,373,242,204,13
2025-08-18,2025-08,Chinese,0,0,359,198,142,64
2025-08-18,2025-08,English,0,0,287,167,147,43
2025-08-18,2025-08,Math,0,0,116,65,31,16
2025-08-18,2025-08,Chinese,1,0,24,10,8,2
2025-08-18,2025-08,Chinese,1,1,6,5,3,2
2025-08-18,2025-08,Math,1,0,8,4,1,1
2025-08-18,2025-08,Math,1,1,0,0,0,0
2025-08-17,2025-08,Chinese,0,0,442,226,158,56
2025-08-17,2025-08,English,1,0,315,201,169,7
2025-08-17,2025-08,English,0,0,224,131,114,49
2025-08-17,2025-08,Math,0,0,97,57,37,15
2025-08-17,2025-08,Chinese,1,1,13,12,11,4
2025-08-17,2025-08,Chinese,1,0,12,10,5,2
2025-08-17,2025-08,Math,1,0,8,3,2,1
2025-08-17,2025-08,Math,1,1,0,0,0,0
2025-08-16,2025-08,English,1,0,314,241,203,11
2025-08-16,2025-08,Chinese,0,0,282,141,89,63
2025-08-16,2025-08,English,0,0,233,110,94,53
2025-08-16,2025-08,Math,0,0,73,53,36,17
2025-08-16,2025-08,Chinese,1,0,25,12,9,1
2025-08-16,2025-08,Chinese,1,1,9,6,5,4
2025-08-16,2025-08,Math,1,0,3,2,1,1
2025-08-15,2025-08,English,1,0,334,228,192,9
2025-08-15,2025-08,English,0,0,340,179,152,63
2025-08-15,2025-08,Chinese,0,0,225,131,94,66
2025-08-15,2025-08,Math,0,0,104,75,48,16
2025-08-15,2025-08,Chinese,1,1,8,6,5,3
2025-08-15,2025-08,Chinese,1,0,17,4,2,1
2025-08-15,2025-08,Math,1,0,6,3,2,0
2025-08-15,2025-08,Ace vocab,0,0,0,0,0,0
2025-08-15,2025-08,English,1,1,0,0,0,1
2025-08-14,2025-08,English,1,0,317,226,193,10
2025-08-14,2025-08,English,0,0,309,171,147,49
2025-08-14,2025-08,Chinese,0,0,235,151,120,50
2025-08-14,2025-08,Math,0,0,115,83,59,12
2025-08-14,2025-08,Chinese,1,0,20,14,12,1
2025-08-14,2025-08,Chinese,1,1,9,5,4,1
2025-08-14,2025-08,Math,1,0,13,5,3,1
2025-08-14,2025-08,Ace vocab,0,0,0,0,0,1
2025-08-14,2025-08,Ace vocab,1,0,0,0,0,1
2025-08-13,2025-08,English,1,0,345,239,185,7
2025-08-13,2025-08,Chinese,0,0,244,164,118,57
2025-08-13,2025-08,English,0,0,265,161,140,33
2025-08-13,2025-08,Math,0,0,78,54,40,6
2025-08-13,2025-08,Chinese,1,0,13,6,5,1
2025-08-13,2025-08,Chinese,1,1,8,3,3,1
2025-08-13,2025-08,Chinese,0,0,1,0,0,57
2025-08-12,2025-08,English,1,0,394,268,224,8
2025-08-12,2025-08,English,0,0,307,175,153,48
2025-08-12,2025-08,Chinese,0,0,222,133,98,19
2025-08-12,2025-08,Math,0,0,77,52,30,13
2025-08-12,2025-08,Chinese,1,0,23,14,10,3
2025-08-12,2025-08,Math,1,0,7,6,2,1
2025-08-12,2025-08,Chinese,1,1,7,4,3,1
2025-08-12,2025-08,English,1,1,0,0,0,1
2025-08-11,2025-08,English,1,0,429,290,237,9
2025-08-11,2025-08,Chinese,0,0,270,150,101,51
2025-08-11,2025-08,English,0,0,207,123,110,26
2025-08-11,2025-08,Math,0,0,72,47,26,21
2025-08-11,2025-08,Chinese,1,0,24,7,5,1
2025-08-11,2025-08,Chinese,1,1,11,5,3,5
2025-08-11,2025-08,Math,1,0,5,4,3,1
2025-08-10,2025-08,English,1,0,429,291,243,11
2025-08-10,2025-08,Chinese,0,0,376,199,115,65
2025-08-10,2025-08,English,0,0,246,140,127,54
2025-08-10,2025-08,Math,0,0,89,54,39,17
2025-08-10,2025-08,Chinese,1,0,18,9,5,2
2025-08-10,2025-08,Chinese,1,1,6,3,2,3
2025-08-10,2025-08,Math,1,0,7,1,0,1
2025-08-10,2025-08,Ace vocab,1,0,0,0,0,3
2025-08-10,2025-08,English,1,1,0,0,0,1
2025-08-09,2025-08,English,1,0,382,277,227,3
2025-08-09,2025-08,Chinese,0,0,261,140,94,77
2025-08-09,2025-08,English,0,0,220,123,104,36
2025-08-09,2025-08,Math,0,0,69,51,38,7
2025-08-09,2025-08,Chinese,1,0,17,9,8,4
2025-08-09,2025-08,Chinese,1,1,7,3,3,2
2025-08-09,2025-08,Ace vocab,1,0,0,0,0,2
2025-08-08,2025-08,English,1,0,427,294,239,7
2025-08-08,2025-08,English,0,0,306,153,120,25
2025-08-08,2025-08,Chinese,0,0,230,151,108,53
